Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)
1050	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-1"	expproperties1-061	1	Scratchpad.PerformMultiplication--10c^6*x*-c^3*x^2-1-2:add-exponents	9/25/2015 12:59	9/25/2015 12:59	9/25/2015 12:59	9/25/2015 12:59	7	7	.	correct	0	0	1	.	Perform multiplication - add exponents	28	
1051	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-1"	expproperties1-061	1	Scratchpad.PerformMultiplication--10c^6*x*-c^3*x^2-1-3:FinalAnswer	9/25/2015 12:59	9/25/2015 12:59	9/25/2015 12:59	9/25/2015 12:59	25	25	.	correct	0	0	1	.	Enter simplfied product~~Perform multiplication	20~~20	
1052	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-1"	expproperties1-061	1	Scratchpad.PerformMultiplication-c^9*10x^3-2-1:FinalAnswer	9/25/2015 12:59	9/25/2015 13:00	9/25/2015 13:00	9/25/2015 13:00	56	.	56	incorrect	1	3	1	.	Enter simplfied product~~Perform multiplication	21~~21	
1054	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-1:DEN-SELECT-x^9-2	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:02	3	3	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	1~~1	
1055	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-1:NUM-SELECT-x^2-2	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:02	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	2~~2	
1056	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-1:NUM-SIMPLIFY-x^2-x^9	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:02	20	.	20	incorrect	2	3	1	.	Identify common factor and simplify	1	
1057	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-1:DEN-SIMPLIFY-x^2-x^9	9/25/2015 13:02	9/25/2015 13:02	9/25/2015 13:03	9/25/2015 13:03	27	.	27	incorrect	2	3	1	.	Simplify using identified common factor	1	
1058	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-2:DEN-SELECT-z^4-1	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	7	7	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	3~~3	
1059	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-2:NUM-SELECT-z^4-1	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	4~~4	
1060	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-2:NUM-SIMPLIFY-z^4-z^4	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	3	3	.	correct	0	0	1	.	Identify common factor and simplify	2	
1061	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-2:DEN-SIMPLIFY-z^4-z^4	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	16	.	16	incorrect	1	0	1	.	Simplify using identified common factor	2	
1062	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-3:NUM-SELECT-z^2-1	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	8	8	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	5~~5	
1063	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-3:DEN-SELECT-z^2-1	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	2	2	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	6~~6	
1064	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-3:NUM-SIMPLIFY-z^2-z^2	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	9/25/2015 13:03	4	4	.	correct	0	0	1	.	Identify common factor and simplify	3	
1065	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-3:DEN-SIMPLIFY-z^2-z^2	9/25/2015 13:03	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	5	5	.	correct	0	0	1	.	Simplify using identified common factor	3	
1066	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-4:DEN-SELECT-z-1	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	11	11	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	7~~7	
1067	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-4:NUM-SELECT-z-1	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	2	2	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	8~~8	
1068	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-4:DEN-SIMPLIFY-z-z	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	10	10	.	correct	0	0	1	.	Identify common factor and simplify	4	
1069	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-4:NUM-SIMPLIFY-z-z	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	5	.	5	incorrect	1	0	1	.	Simplify using identified common factor	4	
1070	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-5:DEN-SELECT-z^0-1	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	4	4	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	9~~9	
1071	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-5:NUM-SELECT-z^0-1	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	4	4	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	10~~10	
1072	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-5:NUM-SIMPLIFY-z^0-z^0	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	16	.	16	incorrect	2	0	1	.	Identify common factor and simplify	5	
1073	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	1	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-5:DEN-SIMPLIFY-z^0-z^0	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	9/25/2015 13:04	5	5	.	correct	0	0	1	.	Simplify using identified common factor	5	
1074	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-6:INVALID-DENOMINATOR	9/30/2015 9:44	9/30/2015 9:44		9/30/2015 9:44	36	.	36	incorrect	1	0	0	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	11~~11	
1075	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-6:DEN-SELECT-z^0-1	9/30/2015 9:44	9/30/2015 9:44	9/30/2015 9:44	9/30/2015 9:44	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	12~~12	
1076	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-6:NUM-SELECT-z^0-1	9/30/2015 9:44	9/30/2015 9:44	9/30/2015 9:44	9/30/2015 9:44	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	13~~13	
1077	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-6:NUM-SIMPLIFY-z^0-z^0	9/30/2015 9:44	9/30/2015 9:45	9/30/2015 9:45	9/30/2015 9:45	22	.	22	incorrect	3	2	1	.	Identify common factor and simplify	6	
1078	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-6:DEN-SIMPLIFY-z^0-z^0	9/30/2015 9:45	9/30/2015 9:45	9/30/2015 9:45	9/30/2015 9:45	1	1	.	correct	0	0	1	.	Simplify using identified common factor	6	
1079	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-7:DEN-SELECT--9-0	9/30/2015 9:45	9/30/2015 9:46	9/30/2015 9:46	9/30/2015 9:46	58	58	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	14~~14	
1080	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-7:NUM-SELECT-15-0	9/30/2015 9:46	9/30/2015 9:46	9/30/2015 9:46	9/30/2015 9:46	4	4	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	15~~15	
1081	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-7:NUM-SIMPLIFY-15--9	9/30/2015 9:46	9/30/2015 9:46	9/30/2015 9:46	9/30/2015 9:46	34	.	34	incorrect	4	2	1	.	Identify common factor and simplify	7	
1082	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-7:DEN-SIMPLIFY-15--9	9/30/2015 9:46	9/30/2015 9:46	9/30/2015 9:47	9/30/2015 9:47	23	.	23	incorrect	4	2	1	.	Simplify using identified common factor	7	
1083	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-8:INVALID-NUMERATOR	9/30/2015 9:47	9/30/2015 9:47		9/30/2015 9:47	2	.	2	incorrect	1	0	0	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	16~~16	
1084	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-8:INVALID-DENOMINATOR	9/30/2015 9:47	9/30/2015 9:47		9/30/2015 9:47	14	.	14	incorrect	2	0	0	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	17~~17	
1085	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-186	2	Scratchpad.SimplifyFractions--15z^4*x^2/(9z^4*x^9)-1-8:FinalAnswer	9/30/2015 9:47	9/30/2015 9:48	9/30/2015 9:52	9/30/2015 9:52	280	.	280	incorrect	6	4	1	.	Identify common factor and simplify~~Simplify using identified common factor	8~~8	
1087	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-1:DEN-SELECT-d^5-2	9/30/2015 9:52	9/30/2015 9:53	9/30/2015 9:53	9/30/2015 9:53	10	10	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	18~~18	
1088	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-1:NUM-SELECT-d^9-2	9/30/2015 9:53	9/30/2015 9:53	9/30/2015 9:53	9/30/2015 9:53	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	19~~19	
1089	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-1:NUM-SIMPLIFY-d^9-d^5	9/30/2015 9:53	9/30/2015 9:53	9/30/2015 9:53	9/30/2015 9:53	27	.	27	incorrect	1	0	1	.	Identify common factor and simplify	9	
1090	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-1:DEN-SIMPLIFY-d^9-d^5	9/30/2015 9:53	9/30/2015 9:53	9/30/2015 9:54	9/30/2015 9:54	51	.	51	incorrect	3	2	1	.	Simplify using identified common factor	9	
1091	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-2:NUM-SELECT-d^6-2	9/30/2015 9:54	9/30/2015 9:54	9/30/2015 9:54	9/30/2015 9:54	23	23	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	20~~20	
1092	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-2:DEN-SELECT-d^2-2	9/30/2015 9:54	9/30/2015 9:54	9/30/2015 9:54	9/30/2015 9:54	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	21~~21	
1093	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-2:NUM-SIMPLIFY-d^6-d^2	9/30/2015 9:54	9/30/2015 9:55	9/30/2015 9:56	9/30/2015 9:56	89	.	89	incorrect	3	2	1	.	Identify common factor and simplify	10	
1094	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-2:DEN-SIMPLIFY-d^6-d^2	9/30/2015 9:56	9/30/2015 9:56	9/30/2015 9:56	9/30/2015 9:56	25	.	25	incorrect	3	2	1	.	Simplify using identified common factor	10	
1095	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-3:NUM-SELECT-c-1	9/30/2015 9:56	9/30/2015 9:56	9/30/2015 9:56	9/30/2015 9:56	12	12	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	22~~22	
1096	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-3:DEN-SELECT-c^9-1	9/30/2015 9:56	9/30/2015 9:56	9/30/2015 9:56	9/30/2015 9:56	3	3	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	23~~23	
1097	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-3:NUM-SIMPLIFY-c-c^9	9/30/2015 9:56	9/30/2015 9:57	9/30/2015 9:57	9/30/2015 9:57	25	25	.	correct	0	0	1	.	Identify common factor and simplify	11	
1098	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-3:DEN-SIMPLIFY-c-c^9	9/30/2015 9:57	9/30/2015 9:57	9/30/2015 9:58	9/30/2015 9:58	94	.	94	incorrect	3	2	1	.	Simplify using identified common factor	11	
1099	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-4:INVALID-NUMERATOR	9/30/2015 9:58	9/30/2015 9:59		9/30/2015 9:59	37.5	.	37.5	incorrect	2	0	0	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	24~~24	
1100	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-4:INVALID-DENOMINATOR	9/30/2015 9:59	9/30/2015 9:59		9/30/2015 9:59	2.5	.	2.5	incorrect	2	0	0	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	25~~25	
1101	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-196	1	Scratchpad.SimplifyFractions--13cd^9/(15c^9*d^5)-1-4:FinalAnswer	9/30/2015 9:59	9/30/2015 10:00	9/30/2015 10:00	9/30/2015 10:00	31	31	.	correct	0	0	1	.	Identify common factor and simplify~~Simplify using identified common factor	12~~12	
1103	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-191	1	Scratchpad.SimplifyFractions-18n^3*b^3/(-19n^7*b^9)-1-1:DEN-SELECT-b^9-2	9/30/2015 10:00	9/30/2015 10:00	9/30/2015 10:00	9/30/2015 10:00	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	26~~26	
1104	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-191	1	Scratchpad.SimplifyFractions-18n^3*b^3/(-19n^7*b^9)-1-1:NUM-SELECT-b^3-2	9/30/2015 10:00	9/30/2015 10:00	9/30/2015 10:00	9/30/2015 10:00	1	1	.	correct	0	0	1	.	SELECT FACTORS TO SIMPLIFY - SIMPLIFY FRACTION~~SIMPLIFY-FRACTIONS-SP	27~~27	
1105	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-191	1	Scratchpad.SimplifyFractions-18n^3*b^3/(-19n^7*b^9)-1-1:FinalAnswer	9/30/2015 10:00	9/30/2015 10:01		9/30/2015 10:01	63	.	63	incorrect	1	0	0	.	Identify common factor and simplify~~Simplify using identified common factor	13~~13	
1106	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-191	1	Scratchpad.SimplifyFractions-18n^3*b^3/(-19n^7*b^9)-1-1:NUM-SIMPLIFY-b^3-b^9	9/30/2015 10:01	9/30/2015 10:01	9/30/2015 10:02	9/30/2015 10:02	43	.	43	incorrect	2	2	1	.	Identify common factor and simplify	14	
1107	All Data	Stu_03b67ac80c457f9973d9448637207189	"Curriculum ccqq1topici=iprept2fem73=ck4hbo, Unit properties-exponents-msm, Section properties-exponents-msm-2"	expproperties2-191	1	Scratchpad.SimplifyFractions-18n^3*b^3/(-19n^7*b^9)-1-1:DEN-SIMPLIFY-b^3-b^9	9/30/2015 10:02	9/30/2015 10:02	9/30/2015 10:02	9/30/2015 10:02	6	6	.	correct	0	0	1	.	Simplify using identified common factor	14	
